card_id,set_id,set_position,card_stat_display,image_name,attribute,cost,description,description_eng,disposal,before_evolution_uid,evolution_uid,max_level,initial_level,skill_name,skill_name_eng,name,name_eng,rarity,strongest_level,skill_description,skill_description_eng,initial_attack_base,initial_defense_base,max_attack_base,max_defense_base,macarons,type,ringable,created_at
757,757,1,1,56bce8fc33001d7c276c893bfd8b3eac,COOL,7,…ううん、困ったな。どうしたものか。ああ、ラジオが壊れてしまってね。なにしろ、古い物だったからなぁ。もう、買い替えもやむなしだろうかね。,,5000,NULL,758,40,1,がんばれ、私が君を助けよう！,,飛原鋭子,,R,80,COOLタイプの攻守小UP,,3476,3083,9701,8602,NULL,NULL,NULL,2016-10-30 23-54-0
758,757,2,2,e829b4c1c002dd285a59f275a4dd932b,COOL,7,わざわざすまないね、付き合ってもらって。機械には疎いもので、助かるよ。…これは、操作に慣れそうにないなぁ。そっち？ それくらいなら大丈夫だろうか？,,7500,757,759,40,1,がんばれ、私が君を助けよう！,,飛原鋭子+,,R,80,COOLタイプの攻守小UP,,4172,3699,11634,10317,NULL,NULL,NULL,2016-10-30 23-54-0
759,757,3,3,4195f718c75081c6d59562a045d49ba9,COOL,7,やあ、これならなんとか使えそうだ。本当にありがとう、感謝するよ。…一緒に買い物できて、楽しかった？そ、そうか？ こんなことで喜ばれてもな…,,15000,758,NULL,50,1,がんばれ、私が君を助けよう！,,[機械不得手]飛原鋭子,,HR,80,COOLタイプの攻守小UP,,5215,4624,14551,12904,NULL,NULL,NULL,2016-10-30 23-54-0
965,965,1,1,e7e5294ea419db2846fd35a7066e03f7,COOL,10,うん、来たか。今日は時間通りだな。いつもこうならいいんだが。では、行くとしよう。ついてきたまえ。今日は、私に任せる約束だろう？,,10000,NULL,966,50,1,少し静かにさせようか,,[雨の帰り道]飛原鋭子,,HR,150,COOLタイプの攻援大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
966,965,2,2,33b944281febdda1d9c1b7d00521963d,COOL,10,…少し残念？ 天気がか？ ふむ。普段出かけるなら、そうだろうが…今日は、降ってくれていた方がいいんだ。…理由は、目的地に着けばわかるよ。,,15000,965,967,50,1,少し静かにさせようか,,[雨の帰り道]飛原鋭子+,,HR,150,COOLタイプの攻援大UP,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
967,965,3,3,182c52c90c950ff3e1b38bcb5a144673,COOL,10,ほら、どうだい？ 美しいだろう。ここは、あじさい寺と呼ばれているんだ。…紫陽花は梅雨の花、雨の花だ。雨の中で見る方が、美しいと思わないかい？,,30000,966,NULL,60,1,少し静かにさせようか,,[雨中の花]飛原鋭子,,SR,150,COOLタイプの攻援大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
1007,1007,1,1,935e872e58eef4cd59c170bf38aeb366,COOL,11,おっと…ああ、君か。なんだ？私が怖い顔をしている？ …そうか。見ての通り、今はあまり余裕がないんだ。用がないなら、そっとしておいてくれ。,,20000,NULL,1008,60,1,さあ、詰みと行こうか！,,飛原鋭子,,SR,250,SWEETタイプの守援スーパー特大DOWN,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
1008,1007,2,2,8fa71bc4fd0ac02de57c13cc82f64d5d,COOL,11,…ああ、この前はすまなかったな。全国大会が近くて、余裕がなかったんだ。もう落ち着いたから、大丈夫だ。後は、本番に挑むだけ、というところさ。,,30000,1007,1009,60,1,さあ、詰みと行こうか！,,飛原鋭子+,,SR,250,SWEETタイプの守援スーパー特大DOWN,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
1009,1007,3,3,9cbfd9ec227e729d30f5041c04253680,COOL,11,ん？ ○○○、どうしてこんなところに。わざわざここまで、応援に来たのか。これは…お守りか。気が利いてるな、はは。…よし、じゃあ、行って来るよ。,,60000,1008,NULL,70,1,さあ、詰みと行こうか！,,[会心一手]飛原鋭子,,SSR,250,SWEETタイプの守援スーパー特大DOWN,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
1099,1099,1,1,3b5cea6bf2246daec47fcb3897a0b6c2,COOL,10,…さてと、撮影はこれくらいでいいかい？ふう、やれやれ。慣れない事は疲れるな。ああ、君らも一休みしていったらどうだ？お茶くらい淹れるよ、くつろいでいたまえ。,,20000,NULL,1100,60,1,さあ、いいところを見せるとしようか,,[映像コンテスト]飛原鋭子,,SR,250,COOLタイプの攻守大UP,,2086,2353,7326,8261,NULL,NULL,NULL,2016-10-30 23-54-0
1100,1099,2,2,0b366e151bd00f2812f5d70882488c84,COOL,10,しかし、あれで面白い映像になるかい？もう少しまともな部を撮った方が…ん。…ああ、撮影の期日はいつだい？ …いや、直近で対外試合があったのを思い出してね。,,30000,1099,1101,60,1,さあ、いいところを見せるとしようか,,[映像コンテスト]飛原鋭子+,,SR,250,COOLタイプの攻守大UP,,2504,2823,8787,9908,NULL,NULL,NULL,2016-10-30 23-54-0
1101,1099,3,3,2e17a6ecb1bbb90d0062cb46dc530476,COOL,10,…やあ、来たか。これを撮影したとして、間に合いそうかな？ …かなりギリギリ？ふむ。それならその分いいところを見せて、待っただけの甲斐がある映像にしないとね。,,60000,1100,NULL,70,1,さあ、いいところを見せるとしようか,,[自信の表情]飛原鋭子,,SSR,250,COOLタイプの攻守大UP,,3130,3529,10986,12389,NULL,NULL,NULL,2016-10-30 23-54-0
1397,1397,1,1,daa10300b6083aefeba10c065b52a388,COOL,11,…ふうむ、体育祭か。体育祭だなぁ。その日が来てしまったということか。…特別運動が苦手とまでは言わないにせよ…普段将棋ばかりさ。まあ、お察しだろう？,,10000,NULL,1398,50,1,ほら、全力を見せてみたまえ？,,[体育祭13]飛原鋭子,,HR,150,COOLタイプの攻援大UP,,2570,2469,7454,7161,NULL,NULL,NULL,2016-10-30 23-54-0
1398,1397,2,2,0b69693ac5455b337f8d261915060606,COOL,11,とは言え、出なければならない事もある。最低限の努力はしてこようじゃないか。…やる前から白旗を上げているというのも、性に合わないんだ。…それもわかるかい？,,15000,1397,1399,50,1,ほら、全力を見せてみたまえ？,,[体育祭13]飛原鋭子+,,HR,150,COOLタイプの攻援大UP,,3084,2963,8939,8588,NULL,NULL,NULL,2016-10-30 23-54-0
1399,1397,3,3,db16e18f20c95277912dc20930bbebe7,COOL,11,…リレーなんて、花形ではないのかなぁ。私をそんなところにあててこなくても…おっと、皆なかなか頑張っているなぁ。ここはせめて、順位を落とさず繋げないと…,,30000,1398,NULL,60,1,ほら、全力を見せてみたまえ？,,[出来る限り]飛原鋭子,,SR,150,COOLタイプの攻援大UP,,3855,3704,11181,10742,NULL,NULL,NULL,2016-10-30 23-54-0
1577,1577,1,1,9b7b66c6f3fbf7bf669dcc8852961aa7,COOL,13,これは…後で開ければいいやつか？こっちが先に並べておくものだな。…ん？ どうした、そんな顔をして。私がこんな格好だと、そんなにおかしいか？,,20000,NULL,1578,60,1,料理してやろうじゃないか,,[エプロン]飛原鋭子,,SR,250,COOLタイプの攻守大UP,,2366,2184,7158,6608,NULL,NULL,NULL,2016-10-30 23-54-0
1578,1577,2,2,a3ac6da7eb9ed92430d8ba67790f1bb0,COOL,13,そりゃまあ、見慣れないのはわかるが。自分でも鏡を見て、苦笑するくらいだしな。まあ、似合わないのはこの際仕方ない。…似合ってる？ はは、世辞はいらんぞ？,,30000,1577,1579,60,1,料理してやろうじゃないか,,[エプロン]飛原鋭子+,,SR,250,COOLタイプの攻守大UP,,2839,2620,8585,7924,NULL,NULL,NULL,2016-10-30 23-54-0
1579,1577,3,3,0cfd62211c7185199e62a1409ed96b19,COOL,13,…ふう、これで大体一段落か。準備は済んで、始まるのを待つだけだ。さあて、後は任せて、逃げるとするかな。私に売り子なんて、それこそ似合わないさ。,,60000,1578,NULL,70,1,料理してやろうじゃないか,,[退くも一手]飛原鋭子,,SSR,250,COOLタイプの攻守大UP,,3549,3276,10734,9909,NULL,NULL,NULL,2016-10-30 23-54-0
1740,1740,1,1,53f93a8473e76739a5ea5b5f46b66a4f,COOL,11,ふうむ、スケートか…。いや、経験がない訳じゃないが、なぁ。私が身体を動かすのが得意じゃないことは、言わないでもわかってるだろ、もちろん？,,20000,NULL,1741,60,1,盤面を滑る…飛車かな,,[スケート]飛原鋭子,,SR,250,全タイプの守援大DOWN,,1584,1716,5221,5657,NULL,NULL,NULL,2016-10-30 23-54-0
1741,1740,2,2,1d82b1fde6e7c34a5ecd9d72c16fb608,COOL,11,それでも誘うんだから、君もなかなか、いい性格をしているというものだよ。…まあいいさ、ここでぼやいても仕方ない。とにかく中に入ろうじゃないか。,,30000,1740,1742,60,1,盤面を滑る…飛車かな,,[スケート]飛原鋭子+,,SR,250,全タイプの守援大DOWN,,1900,2059,6262,6783,NULL,NULL,NULL,2016-10-30 23-54-0
1742,1740,3,3,4549e50f67b38a6e693acc715765dda4,COOL,11,…おっとっと…なんとか、立てるな。まだ完全に忘れたわけじゃない、が…。ちょっと手を貸してくれ、っと、…そら！あははは、油断大敵というものだぞ？,,60000,1741,NULL,70,1,盤面を滑る…飛車かな,,[童心に帰る]飛原鋭子,,SSR,250,全タイプの守援大DOWN,,2376,2574,7830,8482,NULL,NULL,NULL,2016-10-30 23-54-0
2595,2595,1,1,1a8ae618f6ffff6c3023a3146f1f248e,COOL,13,うん？ なんだ、この格好がおかしいか？料理をするんだ、別に変でもないだろう。…普通はエプロン？ ふむ、そうか。しかし、割烹着も実用的な物だぞ？,,10000,NULL,2596,50,1,不慣れなりの勝負を見せてやろう,,[お菓子作り]飛原鋭子,,HR,150,全タイプの攻援中UP,,1953,2486,6858,8729,NULL,NULL,NULL,2016-10-30 23-54-0
2596,2595,2,2,8121840b19926b9deb4af334e57b3868,COOL,13,…で、私に料理ができるのか、と？まあ、言わんとするところはわかるよ。実際、普段はほとんどしていないしね。…とりあえず、出来るだけはやってみよう。,,15000,2595,2597,50,1,不慣れなりの勝負を見せてやろう,,[お菓子作り]飛原鋭子+,,HR,150,全タイプの攻援中UP,,2344,2983,8226,10469,NULL,NULL,NULL,2016-10-30 23-54-0
2597,2595,3,3,249712708d888f82231dc63a72739229,COOL,13,…崩れないように、そ?っと抜いて…よし、綺麗に取り出せたかな、うむ。…どうだい、案外簡単だったじゃないか。問題は味？ そこは食べてのお楽しみかな。,,30000,2596,NULL,60,1,不慣れなりの勝負を見せてやろう,,[甘さ控えめ]飛原鋭子,,SR,150,全タイプの攻援中UP,,2930,3729,10285,13090,NULL,NULL,NULL,2016-10-30 23-54-0
2879,2879,1,1,de950a4e609ee3e2719765f5c1e635ad,COOL,12,…んん？ どうした、○○○。…七夕の準備？ …ああ、そういえば。考えてみれば、もうそんな時期だったな。なんだかすっかり忘れていたよ。,,20000,NULL,2880,60,1,勝つように願っておこうか,,[七夕14]飛原鋭子,,SR,250,全タイプの攻援大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
2880,2879,2,2,cb3cceb281e84ccdf0522adadb77fc42,COOL,12,それで、いつもの大笹の用意ということか。うん、ご苦労ご苦労。しっかりやれよ。…手伝えといわれてもだね、私がそんな…飾り付けをつけるだけでも？ ふうむ。,,30000,2879,2881,60,1,勝つように願っておこうか,,[七夕14]飛原鋭子+,,SR,250,全タイプの攻援大UP,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
2881,2879,3,3,38cdc87d9a93b7c63769bc10eb63c9e6,COOL,12,…で、これはこんな感じでいいのか？ ふ?む、これでは少々バランスが悪いな…ん？ やるならちゃんと、ということさ。こんなことをするのは、小学生以来だがね。,,60000,2880,NULL,70,1,勝つように願っておこうか,,[熟考配置]飛原鋭子,,SSR,250,全タイプの攻援大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
3224,3224,1,1,db0978aada4863a3aa9cabd70eb6bcb0,COOL,9,やぁ、調子はどうだい？ …苦労している？はは、まあ言葉が通じないと、ね。それでも、今まで習ってきたことだけでも、案外なんとかなっているものさ。,,20000,NULL,3225,60,1,それでは、チェックメイトといこうか,,[ホームステイ]飛原鋭子,,SR,250,全タイプの攻援大UP,,2371,2568,8012,8679,NULL,NULL,NULL,2016-10-30 23-54-0
3225,3224,2,2,e0a1e3642edb1c590310b62ce6174dc6,COOL,9,さて、聞いた限りではこの辺りだと…お、あの一角で座っているのがそうかな。本当に公園の一角でチェスをしてるんだな。はは、なかなか面白い光景じゃないか。,,30000,3224,3226,60,1,それでは、チェックメイトといこうか,,[ホームステイ]飛原鋭子+,,SR,250,全タイプの攻援大UP,,2845,3082,9609,10410,NULL,NULL,NULL,2016-10-30 23-54-0
3226,3224,3,3,17c3258ebd007df48d185ed0bcb18800,COOL,9,…ふむ、これはもう詰んでいるかな。…ほら、やはり。これでチェックメイトだ。さて、もう少し強い相手はいないものかな？これではわざわざ来た甲斐がないのだがね。,,60000,3225,NULL,70,1,それでは、チェックメイトといこうか,,[他流試合]飛原鋭子,,SSR,250,全タイプの攻援大UP,,3556,3853,12018,13019,NULL,NULL,NULL,2016-10-30 23-54-0
3503,3503,1,1,f8dcd24801c6beb59157486f2c1cf938,COOL,12,…おや？ なんだか随分大変そうだね。…別に問題ない？ それならいいんだが…私？ 私は自分の担当している仕事は、もう済ませてきたよ。休憩に入るところさ。,,10000,NULL,3504,50,1,たまには爽やかにやってみるように,,[牧場体験]飛原鋭子,,HR,150,COOLタイプの攻守中UP,,1887,1742,6229,5749,NULL,NULL,NULL,2016-10-30 23-54-0
3504,3503,2,2,4d3a22f72c9c5685f5a9c9d116c9fdcd,COOL,12,まあ、少しくらいなら手伝っても… 平気？そうか。それなら余計な手出しはいいかな。…向こうで適当に休んでいるつもりだから、何かあれば声をかけてくれ。じゃあね。,,15000,3503,3505,50,1,たまには爽やかにやってみるように,,[牧場体験]飛原鋭子+,,HR,150,COOLタイプの攻守中UP,,2265,2090,7470,6895,NULL,NULL,NULL,2016-10-30 23-54-0
3505,3503,3,3,26ff4b5723ebc8d15906443da07ffde8,COOL,12,…ん… んん？ ああ、○○○か。すまない。少し寝ていたようだ。それで、何か用事が？ …集合だから呼びに？もうそんな時間か。それなら、戻らないと。,,30000,3504,NULL,60,1,たまには爽やかにやってみるように,,[静かな休息]飛原鋭子,,SR,150,COOLタイプの攻守中UP,,2831,2613,9340,8622,NULL,NULL,NULL,2016-10-30 23-54-0
3601,3601,1,1,5e20c2f470a29bdcd34a2dc2a83fb934,COOL,11,…ふむ？ どうした、おかしな顔をして。ああ、別に容姿を貶してる訳ではないが。私がバイトをしているのが、そんなに変か？…あまり似合わないのは確かだろうがね。,,10000,NULL,3602,50,1,サボらずに片付けるようにね,,[アルバイト14]飛原鋭子,,HR,150,COOLタイプの攻守中UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
3602,3601,2,2,18ce58b883ec3b251f91eb433de7ece9,COOL,11,…将棋関係でやっているものかと思った？ああ。そうか、そういうことか。それだとほら、やたらと誘われてしまって、あまりまともに仕事にならないからなぁ。,,15000,3601,3603,50,1,サボらずに片付けるようにね,,[アルバイト14]飛原鋭子+,,HR,150,COOLタイプの攻守中UP,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
3603,3601,3,3,c10c51f56a4ccf3efc30b9aed1c20b55,COOL,11,…ところで、だ。冷やかしでないのなら、入ってきたんだから注文したまえよ。…はい、注文は以上でよろしいですか？…なんだい、やっぱり似合わないかい？,,30000,3602,NULL,60,1,サボらずに片付けるようにね,,[女給難儀]飛原鋭子,,SR,150,COOLタイプの攻守中UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
3692,3692,1,1,c4f49d356803ac3927e49617ed6de68b,COOL,15,ふむ、ルールはここにあるので全てか？競技場の詳細な地形は… これかな。ああ、サバイバルゲームは初めてだが…基本的な戦術はさっき確かめてきた。,,20000,NULL,3693,60,1,では、作戦を開始するぞ,,[サバゲー14]飛原鋭子,,SR,250,全タイプの守援大DOWN,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
3693,3692,2,2,5bb18723853cf18a3fff5076797dcbed,COOL,15,どんな勝負事であれ、ルールに従うなら、自ずと有効な手段は限られてくるものだ。その中で、いかに相手の裏をかいていくか…そこが頭の使いどころだな、ふふっ。,,30000,3692,3694,60,1,では、作戦を開始するぞ,,[サバゲー14]飛原鋭子+,,SR,250,全タイプの守援大DOWN,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
3694,3692,3,3,f615f17ca8c80f26f8a7aca980936aec,COOL,15,状況はどうなっている？ …そうか。なら恐らく、２番の想定で動いているな。…ああ、それで合図を。読み通りなら、数分せずに状況が動く。急いで用意だ。,,60000,3693,NULL,70,1,では、作戦を開始するぞ,,[陣頭指揮]飛原鋭子,,SSR,250,全タイプの守援大DOWN,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
3940,3940,1,1,eedb23e964318b096e2081afd1dfa465,COOL,12,さて、宿題を一緒にという話だが…まだ終わっていなかったのか、君は。…私はもう、全部終わっているぞ？そんなの、早い時期に済ませておくものだ。,,5000,NULL,3941,40,1,ちゃんと教えた通りにな,,[勉強会]飛原鋭子,,R,80,全タイプの守援小DOWN,,2839,2620,8692,8023,NULL,NULL,NULL,2016-10-30 23-54-0
3941,3940,2,2,51544a73b0f735899493c0cfaf58540b,COOL,12,まあ、そこは個人のやり方ではあるか。あまりどうこう言っても仕方ないかな。それじゃ、始めたまえ。…基本は自力だよ。わからないところだけ、聞くように。,,7500,3940,3942,40,1,ちゃんと教えた通りにな,,[勉強会]飛原鋭子+,,R,80,全タイプの守援小DOWN,,3407,3144,10424,9623,NULL,NULL,NULL,2016-10-30 23-54-0
3942,3940,3,3,e239138f6e91c343977906455edf89a8,COOL,12,ふむ、それか。それは、こっちの式を、こう持ってきて考えればいいんだ。ところでこの局面、君ならどうする？…うむ、先手だとして、どう打つかな。,,15000,3941,NULL,50,1,ちゃんと教えた通りにな,,[質問応答]飛原鋭子,,HR,80,全タイプの守援小DOWN,,4258,3931,13038,12035,NULL,NULL,NULL,2016-10-30 23-54-0
4032,4032,1,1,a58e2689495b53df86afaeb7fa44a9f9,COOL,14,ああ、合奏コンクールの練習なんだが…私はチェロを演奏することになってね。…演奏の経験？それはもちろんないよ。というか、音楽そのものがほとんどね。,,20000,NULL,4033,60,1,やれるところまでやってみよう,,[合奏コンクール]飛原鋭子,,SR,250,COOLの主センバツ全員&副センバツ1人の攻守大UP,,2620,2419,7600,7015,NULL,NULL,NULL,2016-10-30 23-54-0
4033,4032,2,2,4be3e0182bb1d010ab43b3c6ca807e81,COOL,14,冗談で箸と駒より重い物は持ったことが、と言ったらこういうことになってね。確かに、これを持ち上げはしないけれど…なんというか、トンチのようだなぁ。,,30000,4032,4034,60,1,やれるところまでやってみよう,,[合奏コンクール]飛原鋭子+,,SR,250,COOLの主センバツ全員&副センバツ1人の攻守大UP,,3144,2903,9114,8413,NULL,NULL,NULL,2016-10-30 23-54-0
4034,4032,3,3,a7d5a740dc83610d4268ce82e68ccefa,COOL,14,まあ、決まってしまったものは仕方ない。恥をかかない程度にはしないとね。…さて、それでは少しやってみるけど…不出来でも笑わないでおいておくれよ？,,60000,4033,NULL,70,1,やれるところまでやってみよう,,[時間までに]飛原鋭子,,SSR,250,COOLの主センバツ全員&副センバツ1人の攻守大UP,,3931,3628,11400,10523,NULL,NULL,NULL,2016-10-30 23-54-0
4240,4240,1,1,c0c73773dbda0290094049834881a35c,COOL,13,空は快晴、月はなし。天体観測をするには、実に適した夜というところかな。…うん？まあ、ちょっとした受け売りさ。私も別に、星に詳しいという訳ではないよ。,,10000,NULL,4241,50,1,さて、勝ち星は見えているかな？,,[天体観測15]飛原鋭子,,HR,150,主センバツ全員&副センバツ1人の攻援中UP,,1716,1584,5657,5221,NULL,NULL,NULL,2016-10-30 23-54-0
4241,4240,2,2,a09a25d0c1fa407dc016d6758d64412b,COOL,13,あまり盤面ばかりを見ているだけだと、視野が狭まってよろしくないからね。時には周りを、あるいはこうして天上を、広く見回す余裕も持たないといけないのさ。,,15000,4240,4242,50,1,さて、勝ち星は見えているかな？,,[天体観測15]飛原鋭子+,,HR,150,主センバツ全員&副センバツ1人の攻援中UP,,2059,1900,6783,6262,NULL,NULL,NULL,2016-10-30 23-54-0
4242,4240,3,3,c108caaca711a27364020c519cfe2281,COOL,13,…きちんとした説明は天文部に任せて、乏しい知識から一つ、雑談といこうか。北斗七星の中に、８つ目の星があるんだ。暗い星だが、それがどれだか見えるかい？,,30000,4241,NULL,60,1,さて、勝ち星は見えているかな？,,[寄り添い星]飛原鋭子,,SR,150,主センバツ全員&副センバツ1人の攻援中UP,,2574,2376,8482,7830,NULL,NULL,NULL,2016-10-30 23-54-0
4427,4427,1,1,0cadf2ce68f7edcedc3df20cf9c69333,COOL,13,今日はなんの日か、知ってるかって？ああ、今日は気付いてるよ。ホワイトデーだろう？…バレンタインは、うっかりしてしまったからねぇ。,,10000,NULL,4428,50,1,先手必勝！　獅子奮迅！,,[ホワイトデー15]飛原鋭子,,HR,150,COOLタイプの攻援大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
4428,4427,2,2,8f0b9298dc2d0d4591c2d51c8f8595e3,COOL,13,それで、それがどうかしたのかい？今回は特に関係ない気がするが…ん、これは…ホワイトデーのお返し？なんでわざわざ…あのチョコでかい？,,15000,4427,4429,50,1,先手必勝！　獅子奮迅！,,[ホワイトデー15]飛原鋭子+,,HR,150,COOLタイプの攻援大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
4429,4427,3,3,8193611a7ac8fe5a73d5e1c08ddc23fb,COOL,13,…とにかく、受け取れと？仕方ないな。それでこれ、中身はなんだい？どれどれ…ははははは、なんだこれ！外国人観光客のお土産みたいだなぁ。,,30000,4428,NULL,60,1,先手必勝！　獅子奮迅！,,[愉快な贈物]飛原鋭子,,SR,150,COOLタイプの攻援大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
4700,4700,1,1,5f05f57ba2a3cb43b77797d0474c91cf,COOL,13,…ん？どうかしたのかな？…保安官を？ほう、なにか大変な事が起きているのかい？…ああそうそう、私がこの地区の保安官だ。それで、私でなにか力になれることかな？,,20000,NULL,4701,60,1,既に勝負はついているさ,,[映画村]飛原鋭子,,SR,250,POPタイプの攻守大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
4701,4700,2,2,68668bd8efa06bd1dccc0bf28139fa30,COOL,13,盗賊団が、商人のほろ馬車を狙っている？それは確かな話かな？…ふむ、そうか…地図を持ってきてくれ、作戦を立てよう。…大丈夫、間違いなく捕まえてみせるさ。,,30000,4700,4702,60,1,既に勝負はついているさ,,[映画村]飛原鋭子+,,SR,250,POPタイプの攻守大UP,,3630,3779,12268,12769,NULL,NULL,NULL,2016-10-30 23-54-0
4702,4700,3,3,415b77617f75f38b5cd129d87dec2edc,COOL,13,…残念だね、盗賊諸君。これで終わりだ。ここに入った時点で勝負はついていたよ。どうする？最後の抵抗を試みてみるか？…そうか。では、大人しくお縄につくといい。,,60000,4701,NULL,70,1,既に勝負はついているさ,,[三つ数えろ]飛原鋭子,,SSR,250,POPタイプの攻守大UP,,1953,2486,6858,8729,NULL,NULL,NULL,2016-10-30 23-54-0
4853,4853,1,1,aec801c61c297f0027c42729f8d927a0,COOL,16,…ん、どうした？　…実がなってない？それはそうだろう。収穫はまだ先の話さ。…だが、実を結ぶより前に、する事もある。今はそういう時期だと思って作業しないと。,,20000,NULL,4854,60,1,努力は必ず実ると信じよう,,[農業体験]飛原鋭子,,SR,250,全タイプの守援中?特大UP,,2344,2983,8226,10469,NULL,NULL,NULL,2016-10-30 23-54-0
4854,4853,2,2,197151010f0fc1673a270202f24b3ef3,COOL,16,…この後は、周りに生えた草を抜く作業と、トマトのわき芽を取る作業、だそうだ。やる事が二つなら、手分けした方がいいな。好きな方を任せるから、先に選ぶといい。,,30000,4853,4855,60,1,努力は必ず実ると信じよう,,[農業体験]飛原鋭子+,,SR,250,全タイプの守援中?特大UP,,2930,3729,10285,13090,NULL,NULL,NULL,2016-10-30 23-54-0
4855,4853,3,3,a23009b781d3f1878dce198fe0f9272c,COOL,16,…よし。これであとは、水撒きだけかな…そう思って用意を？　気が利くじゃないか。…撒く量が少ない？　これでいいはずだよ。トマト栽培は、水は控え目にとのことさ。,,60000,4854,NULL,70,1,努力は必ず実ると信じよう,,[収穫の布石]飛原鋭子,,SSR,250,全タイプの守援中?特大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
5143,5143,1,1,8a5cd17930c6b0cb8873e11f5d8763bc,COOL,15,さて、これは大正時代の学生の格好だが…学生は学生でも、男子の制服だね、これは。…似合っているが、何故女学生ではないのか？　それは用意した人間に言うべきことだろう。,,20000,NULL,5144,60,1,学んだ戦術を活かしていこう,,[大正ロマン]飛原鋭子,,SR,250,全タイプの攻援大UP,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
5144,5143,2,2,e14bece6f8b4c961c99f934657f2e21b,COOL,15,…ともあれ、個人的には嫌いではないかな。なんとなく背筋が伸びて引き締まる思いさ。これなら、勉学に励む気にもなるだろう。…ただの読書も様になりそう？　そうかな？,,30000,5143,5145,60,1,学んだ戦術を活かしていこう,,[大正ロマン]飛原鋭子+,,SR,250,全タイプの攻援大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
5145,5143,3,3,7fb3d03d609ea622b0952f8bf83042b7,COOL,15,…おや、気付けばもうこんな時間だったか。思いのほか集中して…　ん？　○○○？　これは…　熟睡しているのか。やれやれ…こんなところで仕方がないな、まったく…,,60000,5144,NULL,70,1,学んだ戦術を活かしていこう,,[男装女学生]飛原鋭子,,SSR,250,全タイプの攻援大UP,,2568,2371,8679,8012,NULL,NULL,NULL,2016-10-30 23-54-0
5479,5479,1,1,a50923d73dcb3f7e857afe0d80736d27,COOL,13,ふむ、これはこれは…　うん？　いやなに、随分大きな船を用意したものだな、とね。…まあこの参加人数を乗せて出るとなれば、これくらいの船でなければならないかな。,,10000,NULL,5480,50,1,華々しい勝利といきたいものだ,,[花火クルーズ]飛原鋭子,,HR,150,COOLタイプの攻守中UP,,3082,2845,10410,9609,NULL,NULL,NULL,2016-10-30 23-54-0
5480,5479,2,2,1d9a80b2df8427f39be1992813a1621b,COOL,13,…感心している場合ではない？　…ああ、もう出港かな。それなら急ぐとしようか。ここで船を眺めて乗り遅れたとなったら、さすがに冗談にもならないだろうしね。,,15000,5479,5481,50,1,華々しい勝利といきたいものだ,,[花火クルーズ]飛原鋭子+,,HR,150,COOLタイプの攻守中UP,,3853,3556,13019,12018,NULL,NULL,NULL,2016-10-30 23-54-0
5481,5479,3,3,71bede1da50cb228db5cceb57ebbfaba,COOL,13,…さっきから気になっていたことがある？　ふむ。…この格好？　どこか変だろうか？　…ああ、見慣れないから、ということかな。さすがに、花火見物に普段の和服姿ではね。,,30000,5480,NULL,60,1,華々しい勝利といきたいものだ,,[日本の夏]飛原鋭子,,SR,150,COOLタイプの攻守中UP,,2131,2308,7482,8105,NULL,NULL,NULL,2016-10-30 23-54-0
5696,5696,1,1,ad0a3d15290bdf834d0dd9542bb48c2d,COOL,11,新体操には曲が必要、というのはわかる。けど、これでは能か何かにならないかな？　…ああ、私に合わせてくれたのは分かるよ。だが、もう少し普通の曲でも構わないさ。,,10000,NULL,5697,50,1,それなりにやって見せるとしようか,,[新体操]飛原鋭子,,HR,150,COOLの主センバツ全員&副センバツ1人の攻守中UP,,2557,2770,8974,9721,NULL,NULL,NULL,2016-10-30 23-54-0
